MACR-Nr,Air Force,Flgzg.Typ,Flgzg. Kennnr.,Flugzeugname,Bomber Group,Squadron,Crew,Datum,Absturzursache,Uhrzeit Absturz,Angriffsziel,Letzte Sichtung-Koord,Letzte Sichtung-Ort,Absturzort,Absturzort Anmerkungen im Detail,Absturz Land,Bundesland,Vermisstenfall,Aussage Absturz/Schicksal
10365,15th USAAF,P-51,44-13311,O-Kaye,31st Fighter,308th Fighter,Strange,08.12.1944,Wetter,,München,,südöstlich Stainach,Trieben,Dietmannsdorf,Österreich,Steiermark,,"Maschine befand sich mit 4 anderen P-51 auf einer Begleit-Mission für P-38 (Aufklärung). Als die Formation wegen des Wetters umkehren musste, hatte der Pilot Probleme mit der Maschine. Er kündigte über Funk an, dass er sich mittels Fallschirm zu Boden ret"
10132,15th USAAF,P-51,44-13298,Marie,52nd Fighter,2nd Fighter,Keyser,08.12.1944,Unbekannt,,Nürnberg,"47°30'N, 13°00'E",südlich Hallein,Innsbruck,Götzens,Österreich,Tirol,,Das Flugzeug verschwand in den Wolken
10727,15th USAAF,P-51,44-15174,,325,318,Weers,09.12.1944,Unbekannt,,Prag (Recon),,,Neusiedlersee,Neusiedlersee,Österreich,Burgenland,,"Pilot flog Eskorte für einen Aufklärungsflug. Maschine stürzte mit einer anderen P-51 ab. Beide Piloten konnten sich retten, wurden aber von Ungarn aufgegriffen."
10784,15th USAAF,P-51,42-103458,,325th Fighter,318th Fighter,Todd,09.12.1944,Unbekannt,,Prag (Cz),,kurz nach Start,Neusiedlersee,Neusiedlersee,Österreich,Burgenland,,"Pilot flog Eskorte für einen Aufklärungsflug. Maschine stürzte mit einer anderen P-51 ab. Beide Piloten konnten sich retten, wurden aber von Ungarn aufgegriffen."
10127,15th USAAF,P-38,44-24710,,5th Photo Recon,,Walters,09.12.1944,Unbekannt,,,,,Amstetten,Greinsfurth bei Amstetten,Österreich,Niederösterreich,,
10131,15th USAAF,B-17G,42-97739,-,2,20,Warren,09.12.1944,Flak,,Pilsen (CZ),"47°00'N, 13°10'E",nördlich Spittal/Drau,Wullowitz,Wullowitz,Österreich,Oberösterreich,,Maschine hatte Probleme mit zwei Triebwerken (vermutlich Flaktreffer) und schaffte es nicht mehr über die Alpen. Sie verlor stetig an Höhe. Ein Teil der Mannschaft rettete sich per Fallschirm. Der Pilot schaffte eine Notlandung. Am Boden wurden vermutlich
10364,15th USAAF,P-51,44-13470,Wampy Special,325th Fighter,317th Fighter,Mochak,09.12.1944,technischer Fehler,,Regensburg,,Salzburg südöstlich,Guggenberg,Zell am Moos,Österreich,Oberösterreich,,"Die Maschine ging aus unbekannter Ursache, kurz nach dem Abwurf der Zusatztanks in den Sturzflug über. Der Flügelmann flog mit der Maschine und schrie die ganze Zeit über den Funk - in der Annahme, dass der Pilot Sauerstoff-Probleme hatte und daher ohnmäc"
10728,15th USAAF,P-51,42-103911,Margie,325th Fighter,318th Fighter,Brownell,09.12.1944,Unbekannt,,Prag,,Italien,Leoben,Kraubath,Österreich,Steiermark,,Das Flugzeug war auf einer Begleitmission für Aufklärungsflugzeuge. Das Flugzeug kehrte nicht zurück.
10133,15th USAAF,B-24L,44-49341,-,454,738,Taylor,11.12.1944,Flak,,Wien,,Wien,Wien,Wien-Floridsdorf,Österreich,Wien,,"Maschine erhielt über Wien einen Flaktreffer in ein Triebwerk, das sofort in Flammen aufging. Die gesamte linke Tragfläche brach ab. Die Maschine ging in einen langsamen Sturzflug über, der 3 Besatzungsmitgliedern ermöglichte, das Flugzeug zu verlassen."
10366,15th USAAF,B-24J,44-41114,-,451,725,Jensen,11.12.1944,Flak,12:35,Wien,,Wien,Wien,Wien,Österreich,Wien,,"Die Maschine erhielt über Wien einen Direkttreffer der Flak in den Bombenschacht, der sofort in Flammen aufging. Rund 6 Sekunden später explodierte die Maschine in der Luft. Nur 2 Besatzungsmitglieder überlebten die Explosion, da sie aus dem Flugzeug gesc"
10390,15th USAAF,B-24H,42-95337,-,464,776,Bertaux,11.12.1944,Flak,,Wien,"48°15'N, 17°25'E",CZ,Wien,Wien,Österreich,Wien,,Die Maschine wurde durch einen Flakttreffer schwer beschädigt. Sie zog eine Rauchfahne hinter sich her und verlor Teile der Tragfläche. Nur ein Besatzungsmitglied kam aus der Maschine bevor diese in der Luft explodierte und die restliche Besatzung in den 
10400,15th USAAF,B-24G,42-51678,-,456,746,Dupree,11.12.1944,Flak,,Wien,"48°11'N, 16°20'E",Wien,Wien,Wien-Seyring,Österreich,Wien,,"Die Maschine erhielt über Wien einen Flaktreffer in das 2.Triebwerk und sackte sofort ab. Die Maschine blieb dennoch stabil, sodass die Besatzung abspringen konnte."
10602,15th USAAF,B-24J,42-51421,Mission Belle,465,780,Larson,11.12.1944,Flak,12:34,Wien,,Wien,Wien,Wien-Ostbahnhof,Österreich,Wien,,"Die Maschine wurde über Wien von der Flak getroffen und stürzte mit mehreren Rollen sofort zu Boden. Ein Teil der Besatzung konnte sich per Fallschirm retten.
Am Boden wurde die Besatzung sehr barsch behandelt. Es dürfte zu einem Fliegermord gekommen sei"
10783,15th USAAF,B-24J,42-51631,,465,781,Blakita,16.12.1944,technischer Fehler,,Brux (Cz),,Esternberg (D),Linz,Traun,Österreich,Oberösterreich,,Maschine hatte auf dem Rückflug technische Probleme und fiel hinter der Verband zurück. Alle Besatzungsmitglieder sprangen bei Linz mit dem Fallschirm ab. Ein Crfewmitglied starb später im Stalag Luft I.
10498,15th USAAF,B-24J,42-51879,,465,783,Thompson,16.12.1944,technischer Fehler,,Brux (Cz),"46°26'N, 13°35'E",Norditalien,Murau,Krakauhintermühlen,Österreich,Steiermark,,"Maschine hatte technische Schwierigkeiten über den Alpen. Die Maschine stürzte in einem nahezu unzugänglichen Gelände ab und brannte fast völlig aus. Die Landwacht erklärte den beiden Überlebenden, dass alle ihre ""Kameraden kaputt"" sind."
10920,15th USAAF,B-24j,41-29606,,376,514,Kemp,18.12.1944,Flak,12:35,Floridsdorf,"46°58'N, 16°00'E",Fehring,Wiener Neustadt,Wiener Neustadt,Österreich,Niederösterreich,,Die Maschine wurde von Flak-Geschossen getroffen - und dabei das 3. Triebwerk sowie der Treibstofftank schwer beschädigt.
10634,15th USAAF,P-38,43-104219,,-,154 Weather Recon,Johnson,20.12.1944,technischer Fehler,,Brux (Cz),,Jugoslawien,Plassengebirge bei Gosau,Plassengebirge bei Gosau,Österreich,Oberösterreich,,Flugzeug bekam über Linz in Probleme (Triebwerk). Der Pilot verließ die Maschine mittels Fallschirm.
10731,15th USAAF,B-17G,44-6110,,463,774,Saum,20.12.1944,technischer Fehler,,Regensburg (D),48°38'N 13°30'E,Cz oder D,Schärding,Rainbach im Innkreis,Österreich,Oberösterreich,,Maschine hatte Triebwerksschaden über Passau und verlor Öl.
10704,15th USAAF,B-17G,42-32016,,99,347,Brandon,25.12.1944,Flak,,Brux (Cz),"50°30'N, 13°30'E",Tschechoslowakei,Eisenstadt,Oslip,Österreich,Burgenland,,"Flugzeug erhielt Treffer in das Triebwerk, dass zu rauchen begann. Der Pilot versuchte die Maschine über sowjetisches Gebiet zu bringen. Die Besatzung warf alles (auch Bewaffnung) aus dem Flugzeug um Gewicht zu reduzieren und die Maschine in der Luft zu h"
10925,15th USAAF,B-24J,44-40514,Mexicali Rose,460,760,McKernin,25.12.1944,Flak,,Graz,,Graz,Graz,Oberbichl,Österreich,Steiermark,,"Die Maschine wurde von Flak-Geschossen getroffen und ging in einen spiralförmigen Sturzflug über. Bevor die Maschine am Boden aufschlug explodierte sie in der Luft. Die Trümmer fielen auf das Bauernhaus der Rose Lirter, töteten 2 Kinder und verwundeten ei"
10744,15th USAAF,B-24J,44-41041,Passionate Pirate,450,720,Wolfe,25.12.1944,Flak,,Innsbruck,"47°16'N, 11°34'E",Wattens südlich,Innsbruck,Innsbruck,Österreich,Tirol,,"Über Innsbruck wurde die Maschine von einem Flakgeschoss nahe dem Cockpit getroffen. Drei Besatzungsmitglieder fielen aus dem Flugzeug (mit Fallschirm). Die Maschine ging sofort in den Sturzflug über, verlor kurz darauf ihre Flügel und fiel schlußendlich "
10917,15th USAAF,B-24G,42-78347,,376,514,Williams,25.12.1944,technischer Fehler,,Hall,"47°20'N, 11°40'E",Schwaz in Tirol,Alpach,Höselalm,Österreich,Tirol,,Maschine hatte technische Probleme und fiel hinter die Formation zurück.
10646,15th USAAF,B-24J,44-41165,,454,739,Carpenter,27.12.1944,Flak,,Bruck/Mur,"47°09'N, 16°30'E",Deutsch-Schützen (Burgl.),"St. Michael, Gallizien",südöstl. Klagenfurt,Österreich,Kärnten,,Flugzeug wurd am 3. Triebwerk von der Flak über dem Ziel getroffen. Alle Besatzungsmitglieder konnten sich aus der Maschine retten und wurden mit einer Ausnahme sofort am Boden festgenommen. T/Sgt Juth wurde mit stark erfrorenen Beinen erst 3 Tage später 
10645,15th USAAF,B-17G,44-6333,,483,815,Sampson,27.12.1944,Flak,,Linz,,Linz,St. Florian,Enzing,Österreich,Oberösterreich,,"Flugzeug wurde über Linz von der Flak getroffen und ging sofort in den Sturzflug über. Maschine explodierte noch in der Luft bevor sie aufschlug. 6 Besatzungsmitglieder konnten sich aus der Maschine retten, der Rest starb beim Absturz im Flugzeug."
10747,15th USAAF,B-17G,42-97575,,463,775,Demos,27.12.1944,Flak,,Linz,"48°18'N, 14°17'E",östlich von Linz,Eferding,Feldkirchen bei Aschach,Österreich,Oberösterreich,,"Maschine wurde über Linz von der Flak direkt in den Treibstofftank in der Tragfläche getroffen. Diese ging sofort in Flammen auf und die Maschine sackt ab. Noch bevor der Pilot die Wolken erreichen konnte, explodierte die Maschine in der Luft."
10926,15th USAAF,B-24J,44-41213,,464,777,van Tuyl,28.12.1944,Kollision,,Roudnice (Cz),,Kellerberg bei Villach,Villach,Weißenstein ob der Drau,Österreich,Kärnten,Vermisste/r,"Maschine kollidierte in der Luft mit einem anderen Bomber. Dabei wurde ein Waffenturm abgerissen und die Maschine so schwer beschädigt, dass sie sofort in den Sturzflug überging. Nur 3 Fallschirme lösten sich aus der Maschine bevor diese auf einem Berghan"
10876,15th USAAF,B-17G,42-107106,,97,341,Neider,28.12.1944,technischer Fehler,,Regensburg,"48°35'N, 12°09'E",Deutschland,Melk,Umbach,Österreich,Niederösterreich,,Maschine hatte Probleme mit 2 Triebwerken und fiel hinter die Formation zurück.
15913,15th USAAF,B-17,42-97346,Marishka,2,20,Jost,02.04.1944,kein Absturz,,Steyr,,,kein Absturz,Steyr,Österreich-kein Absturz,kein Absturz-Österreich,,Die Maschine wurde über dem Ziel von einer Ju88 mit Raketen attackiert. Eine Rakete explodierte oberhalb des Flugzeugs. Die Splitter verletzten einige Besatzungsmitglieder und töteten den Navigator (O'Connor) sofort. Letzterem war durch den Splitter das G
4226,15th USAAF,,,,449,717,Wiles,23.04.1944,kein Absturz,,Schwechat,"48°12'N, 16°33'E",Wien,kein Absturz,Schwechat,Österreich-kein Absturz,kein Absturz-Österreich,,Die Maschine wurde über dem Ziel von Flakgeschossen im mittlerweile leeren Bombenschacht getroffen. Das Flugzeug wurde dabei durchgerüttelt und eine andere Maschine stürzte dabei fast in dieses Flugzeug. Diese kurzen dramatischen Situationen brachten Rech
4741,15th USAAF,,,,456,746,Hillenbrand,10.05.1944,kein Absturz,,Wr. Neustadt,"47°48'N, 16°37'E",Neusiedlersee,kein Absturz,Siegendorf - Eisenstadt,Österreich-kein Absturz,kein Absturz-Österreich,,"Die Maschine wurde von Flakgeschossen so schwer getroffen, dass sie kurz außer Kontrolle geriet und der Pilot bewusstlos zusammensackte. Der Co-Pilot brachte die Maschine nach kurzer Zeit wieder unter Gewalt. Zu dieser Zeit waren 2 Besatzungsmitglieder sc"
5058,15th USAAF,B-17G,42-31770,,463,775,Davies,10.05.1944,kein Absturz,,Wr. Neustadt,"47°45'N, 17°00'E",Neusiedlersee,Eisenstadt,Stinkenbrunn,Österreich-kein Absturz,kein Absturz-Österreich,,"Das Heck der Maschine wurde so schwer getroffen, dass es abbrach. Dabei fiel oder stieg Munoz aus der Maschine. Er starb dabei. Die Maschine kehrte zurück."
5068,15th USAAF,,,,460,762,Hammond,10.05.1944,kein Absturz,,Wr. Neustadt,"47°50'N, 16°15'E",Wr. Neustadt,kein Absturz,Neudörfl - Wr. Neustadt,Österreich-kein Absturz,kein Absturz-Österreich,,"Die Maschine erhielt einen Flaktreffer. Es entstand eine so starke Rauchentwicklung im Inneren des Flugzeuges, dass niemand mehr etwas sehen konnte. Der Pilot befahl die Bereitschaft zum Absprung, die 6 Besatzungsmitglieder dazu nutzen um aus dem Flugzeug"
5644,15th USAAF,B-24H,41-28618,,450,721,Hollander,24.05.1944,Jäger,,Wiener Neustadt,"46°30'N, 16°00'E",Slowenien,kein Absturz,,Österreich-kein Absturz,kein Absturz-Österreich,,"Die Maschine wurde von Jägern mehrfach attackiert und schwer beschädigt. Als die Besatzung die Bomben abwerfen wollte, öffneten sich die Bombentore nicht und die Bomben beschädigten das Flugzeug weiter. Der Pilot (Hollander) ließ die Besatzung im Inneren "
7207,15th USAAF,,,,484,827,Ellis,19.07.1944,kein Absturz,,München,,Kufstein,kein Absturz,Kufstein,Österreich-kein Absturz,kein Absturz-Österreich,,"Die Maschine wurde von Flakgeschossen getroffen. Über Tirol fielen die Triebwerke 3 und 4 aus und die Maschine fiel kurz um mehrere 1000m nach unten. Landis dürfte dabei den Eindruck bekommen haben, dass die Maschine abstürzte. Er sprang deshalb ab."
9043,15th USAAF,B-24J,42-51657,-,460,763,Wagner,07.10.1944,kein Absturz,,Wien,,Wien,kein Absturz,4 Mann sprangen ab (bei Wien),Österreich-kein Absturz,kein Absturz-Österreich,,"Maschine erhielt über Wien einen Flaktreffer, der die Steuerung der Ruder außer Gefecht setzte. Die Maschine, völlig außer Kontrolle des Piloten, sackte sofort aus der Formation ab und verlor an Höhe. Der Pilot fürchtete, dass die Maschine in einen spiral"
9057,15th USAAF,B-24,,,465,780,Steiner,11.10.1944,kein Absturz,,Wien,,Wien,Wien,Wien,Österreich-kein Absturz,kein Absturz-Österreich,,"Über Wien versuchte der Pilot den Flakgeschossen auszuweichen, indem er ruckartige Flugbewegungen machte. Dabei fiel das 2. Triebwerk aus. Der Pilot bekam die Maschine jedoch wieder unter Kontrolle. Der Navigator und der Bombardier dachten trotzdem, dass "
9217,15th USAAF,B-24H,41-29455,-,450,721,Funderburk,17.10.1944,kein Absturz,,Wien,"48°15'N, 16°35'E",östlich Wien,Wien,Essling,Österreich-kein Absturz,kein Absturz-Österreich,,"Maschine könnte über dem Ziel von Flak getroffen wurden sein. Andere Besatzungen sahen, wie die Crewmitglieder die Maschine mittels Fallschirm verließen.
Bericht der Besatzung: die Maschine wurde von Flakgeschossen am dritten Triebwerk getroffen. Treibst"
9949,15th USAAF,B-17G,42-31586,,97,414,Koerwitz,16.11.1944,kein Absturz,,München,"46°40'N, 13°20'E",Hermagor,Spittal an der Drau,Spittal an der Drau,Österreich-kein Absturz,kein Absturz-Österreich,,"Die Maschine wurde an den Triebwerken von Flakgeschossen getroffen und geriet in Brand. Der Pilot gab nach einiger Zeit den Befehl auszusteigen. Als 7 Besatzungsmitglieder bereits die Maschine verlassen hatten, bekam der Pilot dieselbe wieder unter Kontro"
